Filename,LogPath,XYZPath,Dipole,Energy
0,./Data1/logs/0.log,./Data1/coord/0.xyz,2.402,-40.9179241
1000,./Data1/logs/1000.log,./Data1/coord/1000.xyz,2.616,-40.9221894
1001,./Data1/logs/1001.log,./Data1/coord/1001.xyz,0.186,-40.9189807
1002,./Data1/logs/1002.log,./Data1/coord/1002.xyz,1.098,-40.9207902
1003,./Data1/logs/1003.log,./Data1/coord/1003.xyz,1.111,-40.9207912
1004,./Data1/logs/1004.log,./Data1/coord/1004.xyz,2.601,-40.9179315
1005,./Data1/logs/1005.log,./Data1/coord/1005.xyz,3.222,-40.9189995
1006,./Data1/logs/1006.log,./Data1/coord/1006.xyz,2.819,-40.9226773
1007,./Data1/logs/1007.log,./Data1/coord/1007.xyz,2.096,-40.9197496
1008,./Data1/logs/1008.log,./Data1/coord/1008.xyz,2.099,-40.9197498
1009,./Data1/logs/1009.log,./Data1/coord/1009.xyz,2.095,-40.9197496
100,./Data1/logs/100.log,./Data1/coord/100.xyz,1.960,-40.9212059
1010,./Data1/logs/1010.log,./Data1/coord/1010.xyz,2.251,-40.9194043
1011,./Data1/logs/1011.log,./Data1/coord/1011.xyz,2.097,-40.9197497
1012,./Data1/logs/1012.log,./Data1/coord/1012.xyz,2.102,-40.9197498
1013,./Data1/logs/1013.log,./Data1/coord/1013.xyz,2.102,-40.9197499
1014,./Data1/logs/1014.log,./Data1/coord/1014.xyz,1.959,-40.9212061
1015,./Data1/logs/1015.log,./Data1/coord/1015.xyz,1.957,-40.9212062
1016,./Data1/logs/1016.log,./Data1/coord/1016.xyz,2.584,-40.9179310
1017,./Data1/logs/1017.log,./Data1/coord/1017.xyz,3.832,-40.9198472
1018,./Data1/logs/1018.log,./Data1/coord/1018.xyz,1.813,-40.9207143
1019,./Data1/logs/1019.log,./Data1/coord/1019.xyz,3.119,-40.9212950
101,./Data1/logs/101.log,./Data1/coord/101.xyz,1.120,-40.9207910
1020,./Data1/logs/1020.log,./Data1/coord/1020.xyz,1.820,-40.9213638
1021,./Data1/logs/1021.log,./Data1/coord/1021.xyz,4.526,-40.9182101
1022,./Data1/logs/1022.log,./Data1/coord/1022.xyz,2.619,-40.9179314
1023,./Data1/logs/1023.log,./Data1/coord/1023.xyz,0.196,-40.9189805
1024,./Data1/logs/1024.log,./Data1/coord/1024.xyz,2.612,-40.9221895
1025,./Data1/logs/1025.log,./Data1/coord/1025.xyz,3.441,-40.9189267
1026,./Data1/logs/1026.log,./Data1/coord/1026.xyz,4.530,-40.9182096
1027,./Data1/logs/1027.log,./Data1/coord/1027.xyz,2.516,-40.9190772
1028,./Data1/logs/1028.log,./Data1/coord/1028.xyz,2.610,-40.9187303
1029,./Data1/logs/1029.log,./Data1/coord/1029.xyz,2.612,-40.9221895
102,./Data1/logs/102.log,./Data1/coord/102.xyz,1.121,-40.9207910
1030,./Data1/logs/1030.log,./Data1/coord/1030.xyz,1.109,-40.9207912
1031,./Data1/logs/1031.log,./Data1/coord/1031.xyz,2.815,-40.9133950
1032,./Data1/logs/1032.log,./Data1/coord/1032.xyz,2.810,-40.9133952
1033,./Data1/logs/1033.log,./Data1/coord/1033.xyz,2.815,-40.9133951
1034,./Data1/logs/1034.log,./Data1/coord/1034.xyz,2.301,-40.9189342
1035,./Data1/logs/1035.log,./Data1/coord/1035.xyz,1.105,-40.9207910
1036,./Data1/logs/1036.log,./Data1/coord/1036.xyz,2.818,-40.9133951
1037,./Data1/logs/1037.log,./Data1/coord/1037.xyz,2.822,-40.9226775
1038,./Data1/logs/1038.log,./Data1/coord/1038.xyz,2.614,-40.9221894
1039,./Data1/logs/1039.log,./Data1/coord/1039.xyz,2.814,-40.9133951
103,./Data1/logs/103.log,./Data1/coord/103.xyz,1.119,-40.9207912
1040,./Data1/logs/1040.log,./Data1/coord/1040.xyz,2.818,-40.9133950
1041,./Data1/logs/1041.log,./Data1/coord/1041.xyz,1.803,-40.9207143
1042,./Data1/logs/1042.log,./Data1/coord/1042.xyz,1.894,-40.9138458
1043,./Data1/logs/1043.log,./Data1/coord/1043.xyz,1.904,-40.9138460
1044,./Data1/logs/1044.log,./Data1/coord/1044.xyz,1.902,-40.9138459
1045,./Data1/logs/1045.log,./Data1/coord/1045.xyz,1.888,-40.9138455
1046,./Data1/logs/1046.log,./Data1/coord/1046.xyz,1.828,-40.9207139
1047,./Data1/logs/1047.log,./Data1/coord/1047.xyz,2.610,-40.9179315
1048,./Data1/logs/1048.log,./Data1/coord/1048.xyz,0.952,-40.9135913
1049,./Data1/logs/1049.log,./Data1/coord/1049.xyz,1.874,-40.9138452
104,./Data1/logs/104.log,./Data1/coord/104.xyz,1.121,-40.9207910
1050,./Data1/logs/1050.log,./Data1/coord/1050.xyz,1.876,-40.9138453
1051,./Data1/logs/1051.log,./Data1/coord/1051.xyz,1.955,-40.9212057
1052,./Data1/logs/1052.log,./Data1/coord/1052.xyz,2.583,-40.9179310
1053,./Data1/logs/1053.log,./Data1/coord/1053.xyz,2.637,-40.9204530
1054,./Data1/logs/1054.log,./Data1/coord/1054.xyz,0.942,-40.9135913
1055,./Data1/logs/1055.log,./Data1/coord/1055.xyz,3.562,-40.9144000
1056,./Data1/logs/1056.log,./Data1/coord/1056.xyz,3.566,-40.9144001
1057,./Data1/logs/1057.log,./Data1/coord/1057.xyz,1.828,-40.9213640
1058,./Data1/logs/1058.log,./Data1/coord/1058.xyz,1.823,-40.9213639
1059,./Data1/logs/1059.log,./Data1/coord/1059.xyz,3.561,-40.9143999
105,./Data1/logs/105.log,./Data1/coord/105.xyz,1.127,-40.9207907
1060,./Data1/logs/1060.log,./Data1/coord/1060.xyz,3.567,-40.9144002
1061,./Data1/logs/1061.log,./Data1/coord/1061.xyz,1.954,-40.9212058
1062,./Data1/logs/1062.log,./Data1/coord/1062.xyz,3.570,-40.9144001
1063,./Data1/logs/1063.log,./Data1/coord/1063.xyz,3.571,-40.9144001
1064,./Data1/logs/1064.log,./Data1/coord/1064.xyz,1.796,-40.9207143
1065,./Data1/logs/1065.log,./Data1/coord/1065.xyz,3.458,-40.9211564
